origin_id,destination_id,fare_id
PUN,GAB,F_30
IRM,GAB,F_30
KHA,GAB,F_18
LKP,GAB,F_18
ASM,GAB,F_12
NAM,GAB,F_12
GAB,GAB,F_12
OMC,GAB,F_12
MGB_R,GAB,F_12
MKL,GAB,F_18
NEM,GAB,F_18
MSB,GAB,F_30
DSN,GAB,F_40
CHP,GAB,F_40
VOM,GAB,F_40
LBN,GAB,F_50
SCR,GAB,F_55
GNH,GAB,F_60
MSH,GAB,F_60
RTC,GAB,F_60
CDP,GAB,F_30
NAR,GAB,F_18
SUB,GAB,F_18
NAG,OMC,F_66
UPL,OMC,F_66
STD,OMC,F_60
NGR,OMC,F_60
HSG,OMC,F_60
TAR,OMC,F_55
MET,OMC,F_55
SEC_E,OMC,F_50
PRG,OMC,F_50
PAR,OMC,F_50
ROP,OMC,F_50
PRN,OMC,F_50
BEG,OMC,F_50
AME_B,OMC,F_40
MUN,OMC,F_40
YUG,OMC,F_50
JR5,OMC,F_50
JCP,OMC,F_50
PED,OMC,F_55
MAD,OMC,F_55
DGC,OMC,F_60
HTC,OMC,F_60
RDG,OMC,F_60
MYP,OMC,F_66
JNT,OMC,F_60
KPH,OMC,F_60
KUK,OMC,F_55
BLR,OMC,F_55
MSP,OMC,F_55
BTN,OMC,F_50
ERA,OMC,F_50
ESI,OMC,F_50
SRN,OMC,F_40
AME_R,OMC,F_40
PUN,OMC,F_40
IRM,OMC,F_30
KHA,OMC,F_30
LKP,OMC,F_18
ASM,OMC,F_18
NAM,OMC,F_12
GAB,OMC,F_12
OMC,OMC,F_12
MGB_R,OMC,F_12
MKL,OMC,F_12
NEM,OMC,F_18
MSB,OMC,F_18
DSN,OMC,F_30
CHP,OMC,F_40
VOM,OMC,F_40
LBN,OMC,F_40
SCR,OMC,F_60
GNH,OMC,F_60
MSH,OMC,F_60
RTC,OMC,F_66
CDP,OMC,F_18
NAR,OMC,F_18
SUB,OMC,F_12
NAG,MGB_R,F_66
UPL,MGB_R,F_60
STD,MGB_R,F_60
NGR,MGB_R,F_60
HSG,MGB_R,F_55
TAR,MGB_R,F_55
MET,MGB_R,F_50
SEC_E,MGB_R,F_50
PRG,MGB_R,F_40
PAR,MGB_R,F_50
ROP,MGB_R,F_50
PRN,MGB_R,F_50
BEG,MGB_R,F_55
AME_B,MGB_R,F_40
MUN,MGB_R,F_50
YUG,MGB_R,F_50
JR5,MGB_R,F_50
JCP,MGB_R,F_55
PED,MGB_R,F_55
MAD,MGB_R,F_55
DGC,MGB_R,F_60
HTC,MGB_R,F_60
RDG,MGB_R,F_66
MYP,MGB_R,F_66
JNT,MGB_R,F_60
KPH,MGB_R,F_60
KUK,MGB_R,F_60
BLR,MGB_R,F_55
MSP,MGB_R,F_55
BTN,MGB_R,F_50
ERA,MGB_R,F_50
ESI,MGB_R,F_50
SRN,MGB_R,F_50
AME_R,MGB_R,F_40
PUN,MGB_R,F_40
IRM,MGB_R,F_40
KHA,MGB_R,F_30
LKP,MGB_R,F_30
ASM,MGB_R,F_18
NAM,MGB_R,F_18
GAB,MGB_R,F_12
OMC,MGB_R,F_12
MGB_R,MGB_R,F_12
MKL,MGB_R,F_12
NEM,MGB_R,F_18
MSB,MGB_R,F_18
DSN,MGB_R,F_30
CHP,MGB_R,F_30
VOM,MGB_R,F_40
LBN,MGB_R,F_40
SCR,MGB_R,F_40
GNH,MGB_R,F_30
MSH,MGB_R,F_30
RTC,MGB_R,F_18
CDP,MGB_R,F_18
NAR,MGB_R,F_18
SUB,MGB_R,F_12
NAG,MKL,F_66
UPL,MKL,F_66
STD,MKL,F_60
NGR,MKL,F_60
HSG,MKL,F_60
TAR,MKL,F_55
MET,MKL,F_55
SEC_E,MKL,F_50
PRG,MKL,F_50
PAR,MKL,F_50
ROP,MKL,F_50
PRN,MKL,F_55
BEG,MKL,F_50
AME_B,MKL,F_50
MUN,MKL,F_50
YUG,MKL,F_50
JR5,MKL,F_55
JCP,MKL,F_55
PED,MKL,F_55
MAD,MKL,F_60
DGC,MKL,F_60
HTC,MKL,F_60
RDG,MKL,F_66
MYP,MKL,F_66
JNT,MKL,F_66
KPH,MKL,F_60
KUK,MKL,F_60
BLR,MKL,F_55
MSP,MKL,F_55
BTN,MKL,F_55
ERA,MKL,F_50
ESI,MKL,F_50
SRN,MKL,F_50
AME_R,MKL,F_50
PUN,MKL,F_40
IRM,MKL,F_40
KHA,MKL,F_40
LKP,MKL,F_30
ASM,MKL,F_18
NAM,MKL,F_18
GAB,MKL,F_18
OMC,MKL,F_12
MGB_R,MKL,F_12
MKL,MKL,F_12
NEM,MKL,F_12
MSB,MKL,F_18
DSN,MKL,F_18
CHP,MKL,F_30
VOM,MKL,F_30
LBN,MKL,F_40
SCR,MKL,F_40
GNH,MKL,F_40
MSH,MKL,F_30
RTC,MKL,F_30
CDP,MKL,F_18
NAR,MKL,F_18
SUB,MKL,F_12
NAG,NEM,F_66
UPL,NEM,F_66
STD,NEM,F_66
NGR,NEM,F_60
HSG,NEM,F_60
TAR,NEM,F_60
MET,NEM,F_55
SEC_E,NEM,F_55
PRG,NEM,F_50
PAR,NEM,F_50
ROP,NEM,F_55
PRN,NEM,F_55
BEG,NEM,F_50
AME_B,NEM,F_50
MUN,NEM,F_50
YUG,NEM,F_55
JR5,NEM,F_55
JCP,NEM,F_55
PED,NEM,F_60
MAD,NEM,F_60
DGC,NEM,F_66
HTC,NEM,F_66
RDG,NEM,F_66
MYP,NEM,F_70
JNT,NEM,F_66
KPH,NEM,F_66
KUK,NEM,F_60
BLR,NEM,F_60
MSP,NEM,F_55
BTN,NEM,F_55
ERA,NEM,F_55
ESI,NEM,F_50
SRN,NEM,F_50
AME_R,NEM,F_50
PUN,NEM,F_50
IRM,NEM,F_40
KHA,NEM,F_40
LKP,NEM,F_40
ASM,NEM,F_30
NAM,NEM,F_30
GAB,NEM,F_18
OMC,NEM,F_18
MGB_R,NEM,F_18
MKL,NEM,F_12
NEM,NEM,F_12
MSB,NEM,F_12
DSN,NEM,F_18
CHP,NEM,F_18
VOM,NEM,F_30
LBN,NEM,F_40
SCR,NEM,F_50
GNH,NEM,F_40
MSH,NEM,F_40
RTC,NEM,F_30
CDP,NEM,F_30
NAR,NEM,F_30
SUB,NEM,F_18
NAG,MSB,F_70
UPL,MSB,F_66
STD,MSB,F_66
NGR,MSB,F_66
HSG,MSB,F_60
TAR,MSB,F_60
MET,MSB,F_55
SEC_E,MSB,F_55
PRG,MSB,F_50
PAR,MSB,F_55
ROP,MSB,F_55
PRN,MSB,F_55
BEG,MSB,F_55
AME_B,MSB,F_50
MUN,MSB,F_55
YUG,MSB,F_55
JR5,MSB,F_55
JCP,MSB,F_60
PED,MSB,F_60
MAD,MSB,F_60
DGC,MSB,F_66
HTC,MSB,F_66
RDG,MSB,F_70
MYP,MSB,F_70
JNT,MSB,F_66
KPH,MSB,F_66
KUK,MSB,F_66
BLR,MSB,F_60
MSP,MSB,F_60
BTN,MSB,F_55
ERA,MSB,F_55
ESI,MSB,F_55
SRN,MSB,F_55
AME_R,MSB,F_50
PUN,MSB,F_50
IRM,MSB,F_50
KHA,MSB,F_40
LKP,MSB,F_40
ASM,MSB,F_40
NAM,MSB,F_30
GAB,MSB,F_30
OMC,MSB,F_18
MGB_R,MSB,F_18
MKL,MSB,F_18
NEM,MSB,F_12
MSB,MSB,F_12
DSN,MSB,F_12
CHP,MSB,F_18
VOM,MSB,F_18
LBN,MSB,F_30
SCR,MSB,F_50
GNH,MSB,F_40
MSH,MSB,F_40
RTC,MSB,F_40
CDP,MSB,F_30
NAR,MSB,F_30
SUB,MSB,F_18
NAG,DSN,F_70
UPL,DSN,F_70
STD,DSN,F_70
NGR,DSN,F_66
HSG,DSN,F_66
TAR,DSN,F_60
MET,DSN,F_60
SEC_E,DSN,F_55
PRG,DSN,F_55
PAR,DSN,F_55
ROP,DSN,F_60
PRN,DSN,F_60
BEG,DSN,F_55
AME_B,DSN,F_55
MUN,DSN,F_55
YUG,DSN,F_60
JR5,DSN,F_60
JCP,DSN,F_60
PED,DSN,F_60
MAD,DSN,F_66
DGC,DSN,F_66
HTC,DSN,F_70
RDG,DSN,F_70
MYP,DSN,F_75
JNT,DSN,F_70
KPH,DSN,F_70
KUK,DSN,F_66
BLR,DSN,F_66
MSP,DSN,F_60
BTN,DSN,F_60
ERA,DSN,F_60
ESI,DSN,F_55
SRN,DSN,F_55
AME_R,DSN,F_55
PUN,DSN,F_50
IRM,DSN,F_50
KHA,DSN,F_50
LKP,DSN,F_40
ASM,DSN,F_40
NAM,DSN,F_40
GAB,DSN,F_40
OMC,DSN,F_30
MGB_R,DSN,F_30
MKL,DSN,F_18
NEM,DSN,F_18
MSB,DSN,F_12
DSN,DSN,F_12
CHP,DSN,F_12
VOM,DSN,F_18
LBN,DSN,F_18
SCR,DSN,F_50
GNH,DSN,F_50
MSH,DSN,F_50
RTC,DSN,F_40
CDP,DSN,F_40
NAR,DSN,F_40
SUB,DSN,F_30
NAG,CHP,F_75
UPL,CHP,F_70
STD,CHP,F_70
NGR,CHP,F_70
HSG,CHP,F_66
TAR,CHP,F_66
MET,CHP,F_60
SEC_E,CHP,F_60
PRG,CHP,F_55
PAR,CHP,F_60
ROP,CHP,F_60
PRN,CHP,F_60
BEG,CHP,F_60
AME_B,CHP,F_55
MUN,CHP,F_55
YUG,CHP,F_60
JR5,CHP,F_60
JCP,CHP,F_66
PED,CHP,F_66
MAD,CHP,F_66
DGC,CHP,F_70
HTC,CHP,F_70
RDG,CHP,F_70
MYP,CHP,F_75
JNT,CHP,F_70
KPH,CHP,F_70
KUK,CHP,F_66
BLR,CHP,F_66
MSP,CHP,F_66
BTN,CHP,F_60
ERA,CHP,F_60
ESI,CHP,F_60
SRN,CHP,F_55
AME_R,CHP,F_55
PUN,CHP,F_55
IRM,CHP,F_50
KHA,CHP,F_50
LKP,CHP,F_50
ASM,CHP,F_40
NAM,CHP,F_40
GAB,CHP,F_40
OMC,CHP,F_40
MGB_R,CHP,F_30
MKL,CHP,F_30
NEM,CHP,F_18
MSB,CHP,F_18
DSN,CHP,F_12
CHP,CHP,F_12
VOM,CHP,F_12
LBN,CHP,F_18
SCR,CHP,F_55
GNH,CHP,F_50
MSH,CHP,F_50
RTC,CHP,F_50
CDP,CHP,F_40
NAR,CHP,F_40
SUB,CHP,F_40
NAG,VOM,F_75
UPL,VOM,F_75
STD,VOM,F_70
NGR,VOM,F_70
HSG,VOM,F_70
TAR,VOM,F_66
MET,VOM,F_66
SEC_E,VOM,F_60
PRG,VOM,F_60
PAR,VOM,F_60
ROP,VOM,F_60
PRN,VOM,F_66
BEG,VOM,F_60
AME_B,VOM,F_60
MUN,VOM,F_60
YUG,VOM,F_60
JR5,VOM,F_66
JCP,VOM,F_66
PED,VOM,F_66
MAD,VOM,F_70
DGC,VOM,F_70
HTC,VOM,F_70
RDG,VOM,F_75
MYP,VOM,F_75
JNT,VOM,F_75
KPH,VOM,F_70
KUK,VOM,F_70
BLR,VOM,F_66
MSP,VOM,F_66
BTN,VOM,F_66
ERA,VOM,F_60
ESI,VOM,F_60
SRN,VOM,F_60
AME_R,VOM,F_60
PUN,VOM,F_55
IRM,VOM,F_55
KHA,VOM,F_50
LKP,VOM,F_50
ASM,VOM,F_50
NAM,VOM,F_50
GAB,VOM,F_40
OMC,VOM,F_40
MGB_R,VOM,F_40
MKL,VOM,F_30
NEM,VOM,F_30
MSB,VOM,F_18
DSN,VOM,F_18
CHP,VOM,F_12
VOM,VOM,F_12
LBN,VOM,F_12
SCR,VOM,F_55
GNH,VOM,F_55
MSH,VOM,F_50
RTC,VOM,F_50
CDP,VOM,F_50
NAR,VOM,F_40
SUB,VOM,F_40
NAG,LBN,F_75
UPL,LBN,F_75
STD,LBN,F_75
NGR,LBN,F_70
HSG,LBN,F_70
TAR,LBN,F_70
MET,LBN,F_66
SEC_E,LBN,F_66
PRG,LBN,F_60
PAR,LBN,F_60
ROP,LBN,F_66
PRN,LBN,F_66
BEG,LBN,F_66
AME_B,LBN,F_60
MUN,LBN,F_60
YUG,LBN,F_66
JR5,LBN,F_66
JCP,LBN,F_66
PED,LBN,F_70
MAD,LBN,F_70
DGC,LBN,F_75
HTC,LBN,F_75
RDG,LBN,F_75
MYP,LBN,F_75
JNT,LBN,F_75
KPH,LBN,F_75
KUK,LBN,F_70
BLR,LBN,F_70
MSP,LBN,F_70
BTN,LBN,F_66
ERA,LBN,F_66
ESI,LBN,F_66
SRN,LBN,F_60
AME_R,LBN,F_60
PUN,LBN,F_60
IRM,LBN,F_55
KHA,LBN,F_55
LKP,LBN,F_55
ASM,LBN,F_50
NAM,LBN,F_50
GAB,LBN,F_50
OMC,LBN,F_40
MGB_R,LBN,F_40
MKL,LBN,F_40
NEM,LBN,F_40
MSB,LBN,F_30
DSN,LBN,F_18
CHP,LBN,F_18
VOM,LBN,F_12
LBN,LBN,F_12
SCR,LBN,F_60
GNH,LBN,F_55
MSH,LBN,F_55
RTC,LBN,F_55
CDP,LBN,F_50
NAR,LBN,F_50
SUB,LBN,F_40
NAG,SCR,F_50
UPL,SCR,F_50
STD,SCR,F_50
NGR,SCR,F_40
HSG,SCR,F_40
TAR,SCR,F_40
MET,SCR,F_30
SEC_E,SCR,F_18
PRG,SCR,F_12
PAR,SCR,F_18
ROP,SCR,F_18
PRN,SCR,F_30
BEG,SCR,F_40
AME_B,SCR,F_40
MUN,SCR,F_40
YUG,SCR,F_50
JR5,SCR,F_50
JCP,SCR,F_50
PED,SCR,F_55
MAD,SCR,F_55
DGC,SCR,F_60
HTC,SCR,F_60
RDG,SCR,F_60
MYP,SCR,F_66
JNT,SCR,F_60
KPH,SCR,F_60
KUK,SCR,F_55
BLR,SCR,F_55
MSP,SCR,F_55
BTN,SCR,F_50
ERA,SCR,F_50
ESI,SCR,F_50
SRN,SCR,F_40
AME_R,SCR,F_40
PUN,SCR,F_40
IRM,SCR,F_50
KHA,SCR,F_50
LKP,SCR,F_55
ASM,SCR,F_55
NAM,SCR,F_55
GAB,SCR,F_55
OMC,SCR,F_60
MGB_R,SCR,F_40
MKL,SCR,F_40
NEM,SCR,F_50
MSB,SCR,F_50
DSN,SCR,F_50
CHP,SCR,F_55
VOM,SCR,F_55
LBN,SCR,F_60
SCR,SCR,F_12
GNH,SCR,F_12
MSH,SCR,F_18
RTC,SCR,F_18
CDP,SCR,F_30
NAR,SCR,F_30
SUB,SCR,F_40
NAG,GNH,F_55
UPL,GNH,F_50
STD,GNH,F_50
NGR,GNH,F_50
HSG,GNH,F_40
TAR,GNH,F_40
MET,GNH,F_30
SEC_E,GNH,F_30
PRG,GNH,F_18
PAR,GNH,F_18
ROP,GNH,F_30
PRN,GNH,F_30
BEG,GNH,F_40
AME_B,GNH,F_40
MUN,GNH,F_50
YUG,GNH,F_50
JR5,GNH,F_50
JCP,GNH,F_55
PED,GNH,F_55
MAD,GNH,F_55
DGC,GNH,F_60
HTC,GNH,F_60
RDG,GNH,F_66
MYP,GNH,F_66
JNT,GNH,F_66
KPH,GNH,F_60
KUK,GNH,F_60
BLR,GNH,F_55
MSP,GNH,F_55
BTN,GNH,F_55
ERA,GNH,F_50
ESI,GNH,F_50
SRN,GNH,F_50
AME_R,GNH,F_40
PUN,GNH,F_50
IRM,GNH,F_50
KHA,GNH,F_55
LKP,GNH,F_55
ASM,GNH,F_55
NAM,GNH,F_55
GAB,GNH,F_60
OMC,GNH,F_60
MGB_R,GNH,F_30
MKL,GNH,F_40
NEM,GNH,F_40
MSB,GNH,F_40
DSN,GNH,F_50
CHP,GNH,F_50
VOM,GNH,F_55
LBN,GNH,F_55
SCR,GNH,F_12
GNH,GNH,F_12
MSH,GNH,F_12
RTC,GNH,F_18
CDP,GNH,F_18
NAR,GNH,F_18
SUB,GNH,F_30
NAG,MSH,F_55
UPL,MSH,F_55
STD,MSH,F_50
NGR,MSH,F_50
HSG,MSH,F_50
TAR,MSH,F_40
MET,MSH,F_40
SEC_E,MSH,F_30
PRG,MSH,F_18
PAR,MSH,F_30
ROP,MSH,F_30
PRN,MSH,F_40
BEG,MSH,F_40
AME_B,MSH,F_50
MUN,MSH,F_50
YUG,MSH,F_50
JR5,MSH,F_55
JCP,MSH,F_55
PED,MSH,F_55
MAD,MSH,F_60
DGC,MSH,F_60
HTC,MSH,F_66
RDG,MSH,F_66
MYP,MSH,F_70
JNT,MSH,F_66
KPH,MSH,F_60
KUK,MSH,F_60
BLR,MSH,F_60
MSP,MSH,F_55
BTN,MSH,F_55
ERA,MSH,F_55
ESI,MSH,F_50
SRN,MSH,F_50
AME_R,MSH,F_50
PUN,MSH,F_50
IRM,MSH,F_50
KHA,MSH,F_55
LKP,MSH,F_55
ASM,MSH,F_60
NAM,MSH,F_60
GAB,MSH,F_60
OMC,MSH,F_60
MGB_R,MSH,F_30
MKL,MSH,F_30
NEM,MSH,F_40
MSB,MSH,F_40
DSN,MSH,F_50
CHP,MSH,F_50
VOM,MSH,F_50
LBN,MSH,F_55
SCR,MSH,F_18
GNH,MSH,F_12
MSH,MSH,F_12
RTC,MSH,F_12
CDP,MSH,F_18
NAR,MSH,F_18
SUB,MSH,F_30
NAG,RTC,F_60
UPL,RTC,F_55
STD,RTC,F_55
NGR,RTC,F_50
HSG,RTC,F_50
TAR,RTC,F_50
MET,RTC,F_40
SEC_E,RTC,F_40
PRG,RTC,F_30
PAR,RTC,F_30
ROP,RTC,F_40
PRN,RTC,F_40
BEG,RTC,F_50
AME_B,RTC,F_50
MUN,RTC,F_50
YUG,RTC,F_55
JR5,RTC,F_55
JCP,RTC,F_60
PED,RTC,F_60
MAD,RTC,F_60
DGC,RTC,F_66
HTC,RTC,F_66
RDG,RTC,F_66
MYP,RTC,F_70
JNT,RTC,F_66
KPH,RTC,F_66
KUK,RTC,F_60
BLR,RTC,F_60
MSP,RTC,F_60
BTN,RTC,F_55
ERA,RTC,F_55
ESI,RTC,F_55
SRN,RTC,F_50
AME_R,RTC,F_50
PUN,RTC,F_55
IRM,RTC,F_55
KHA,RTC,F_55
LKP,RTC,F_60
ASM,RTC,F_60
NAM,RTC,F_60
GAB,RTC,F_60
OMC,RTC,F_66
MGB_R,RTC,F_18
MKL,RTC,F_30
NEM,RTC,F_30
MSB,RTC,F_40
DSN,RTC,F_40
CHP,RTC,F_50
VOM,RTC,F_50
LBN,RTC,F_55
SCR,RTC,F_18
GNH,RTC,F_18
MSH,RTC,F_12
RTC,RTC,F_12
CDP,RTC,F_12
NAR,RTC,F_12
SUB,RTC,F_18
NAG,CDP,F_60
UPL,CDP,F_55
STD,CDP,F_55
NGR,CDP,F_55
HSG,CDP,F_50
TAR,CDP,F_50
MET,CDP,F_40
SEC_E,CDP,F_40
PRG,CDP,F_30
PAR,CDP,F_40
ROP,CDP,F_40
PRN,CDP,F_40
BEG,CDP,F_50
AME_B,CDP,F_50
MUN,CDP,F_55
YUG,CDP,F_55
JR5,CDP,F_55
JCP,CDP,F_60
PED,CDP,F_60
MAD,CDP,F_60
DGC,CDP,F_66
HTC,CDP,F_66
RDG,CDP,F_70
MYP,CDP,F_70
JNT,CDP,F_66
KPH,CDP,F_66
KUK,CDP,F_66
BLR,CDP,F_60
MSP,CDP,F_60
BTN,CDP,F_55
ERA,CDP,F_55
ESI,CDP,F_55
SRN,CDP,F_55
AME_R,CDP,F_50
PUN,CDP,F_50
IRM,CDP,F_50
KHA,CDP,F_40
LKP,CDP,F_40
ASM,CDP,F_40
NAM,CDP,F_30
GAB,CDP,F_30
OMC,CDP,F_18
MGB_R,CDP,F_18
MKL,CDP,F_18
NEM,CDP,F_30
MSB,CDP,F_30
DSN,CDP,F_40
CHP,CDP,F_40
VOM,CDP,F_50
LBN,CDP,F_50
SCR,CDP,F_30
GNH,CDP,F_18
MSH,CDP,F_18
RTC,CDP,F_12
CDP,CDP,F_12
NAR,CDP,F_12
SUB,CDP,F_18
NAG,NAR,F_60
UPL,NAR,F_60
STD,NAR,F_55
NGR,NAR,F_55
HSG,NAR,F_55
TAR,NAR,F_50
MET,NAR,F_50
SEC_E,NAR,F_40
PRG,NAR,F_40
PAR,NAR,F_40
ROP,NAR,F_40
PRN,NAR,F_50
BEG,NAR,F_50
AME_B,NAR,F_50
MUN,NAR,F_50
YUG,NAR,F_55
JR5,NAR,F_55
JCP,NAR,F_55
PED,NAR,F_60
MAD,NAR,F_60
DGC,NAR,F_66
HTC,NAR,F_66
RDG,NAR,F_66
MYP,NAR,F_70
JNT,NAR,F_66
KPH,NAR,F_66
KUK,NAR,F_60
BLR,NAR,F_60
MSP,NAR,F_55
BTN,NAR,F_55
ERA,NAR,F_55
ESI,NAR,F_50
SRN,NAR,F_50
AME_R,NAR,F_50
PUN,NAR,F_50
IRM,NAR,F_40
KHA,NAR,F_40
LKP,NAR,F_40
ASM,NAR,F_30
NAM,NAR,F_30
GAB,NAR,F_18
OMC,NAR,F_18
MGB_R,NAR,F_18
MKL,NAR,F_18
NEM,NAR,F_30
MSB,NAR,F_30
DSN,NAR,F_40
CHP,NAR,F_40
VOM,NAR,F_40
LBN,NAR,F_50
SCR,NAR,F_30
GNH,NAR,F_18
MSH,NAR,F_18
RTC,NAR,F_12
CDP,NAR,F_12
NAR,NAR,F_12
SUB,NAR,F_12
NAG,SUB,F_66
UPL,SUB,F_60
STD,SUB,F_60
NGR,SUB,F_55
HSG,SUB,F_55
TAR,SUB,F_55
MET,SUB,F_50
SEC_E,SUB,F_50
PRG,SUB,F_40
PAR,SUB,F_40
ROP,SUB,F_50
PRN,SUB,F_50
BEG,SUB,F_50
AME_B,SUB,F_50
MUN,SUB,F_50
YUG,SUB,F_50
JR5,SUB,F_55
JCP,SUB,F_55
PED,SUB,F_55
MAD,SUB,F_60
DGC,SUB,F_60
HTC,SUB,F_60
RDG,SUB,F_66
MYP,SUB,F_66
JNT,SUB,F_66
KPH,SUB,F_60
KUK,SUB,F_60
BLR,SUB,F_55
MSP,SUB,F_55
BTN,SUB,F_55
ERA,SUB,F_50
ESI,SUB,F_50
SRN,SUB,F_50
AME_R,SUB,F_50
PUN,SUB,F_40
IRM,SUB,F_40
KHA,SUB,F_30
LKP,SUB,F_30
ASM,SUB,F_18
NAM,SUB,F_18
GAB,SUB,F_18
OMC,SUB,F_12
MGB_R,SUB,F_12
MKL,SUB,F_12
NEM,SUB,F_18
MSB,SUB,F_18
DSN,SUB,F_30
CHP,SUB,F_40
VOM,SUB,F_40
LBN,SUB,F_40
SCR,SUB,F_40
GNH,SUB,F_30
MSH,SUB,F_30
RTC,SUB,F_18
CDP,SUB,F_18
NAR,SUB,F_12
SUB,SUB,F_12
